proof_id,chapter,section,description,phase3_label,review_status,notes
PROOF-017,2,Method 3: Master Theorem (The Power Tool!),The Master Theorem provides a cookbook for solving many common recurrences instantly.,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-018,2,The Master Theorem,The Master Theorem,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-019,2,The Master Theorem,"Theorem: Let a ≥ 1 and b > 1 be constants, let f(n) be a function, and let T(n) be defined on non-negative integers by the recurrence:",EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-020,2,Understanding the Master Theorem Intuitively,Understanding the Master Theorem Intuitively,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-021,2,Understanding the Master Theorem Intuitively,The Master Theorem compares two quantities:,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-022,2,Master Theorem Examples,Master Theorem Examples,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-023,2,Master Theorem Examples,Let's apply the Master Theorem to algorithms we know:,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-024,2,When Master Theorem Doesn't Apply,When Master Theorem Doesn't Apply,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-025,2,When Master Theorem Doesn't Apply,The Master Theorem is powerful but not universal. It cannot be used when:,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-026,2,Master Theorem Cheat Sheet,Master Theorem Cheat Sheet,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-027,2,Master Theorem Cheat Sheet,Here's a quick reference for applying the Master Theorem:,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-028,2,Beyond the Master Theorem: Advanced Recurrence Solving,Beyond the Master Theorem: Advanced Recurrence Solving,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-029,2,Beyond the Master Theorem: Advanced Recurrence Solving,"For recurrences that don't fit the Master Theorem, we have additional techniques:",EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-030,2,Akra-Bazzi Method (Generalized Master Theorem),Akra-Bazzi Method (Generalized Master Theorem),EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-031,2,Application 2: Closest Pair of Points,Geometric proof: Given a point p in the strip and distance d:,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-032,2,Core Concepts Mastered,🧮 Master Theorem:,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-033,2,Theoretical Problems,Solve the following recurrences using the Master Theorem (or state why it doesn't apply):,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-034,2,Theoretical Problems,"For those where Master Theorem doesn't apply, solve using the recursion tree method.",EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-035,2,Video Lectures,- Stanford CS161: Lectures on QuickSort and Master Theorem,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-036,3,Theoretical Problems,3.3 Amortized Proofs Prove using potential method: a) Union-Find with path compression is O(log n) b) Splay tree operations are O(log n) amortized c) Dynamic table with α-expansion has O(1) amortized insert,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-037,4,Implementation and Proof,Implementation and Proof,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-038,4,MST Properties and Proofs,MST Properties and Proofs,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-039,4,Key Takeaways,3. Proof Techniques:,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-040,5,Theoretical Problems,"5.3 Proof of Correctness Prove that the knapsack DP solution is optimal by showing: a) The problem has optimal substructure, b) Subproblems overlap c) The recurrence correctly combines subproblem solutions",CORRECTNESS ARGUMENT,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-041,7,Why SAT is Special,Cook proved that EVERY problem in NP can be reduced to SAT. The proof idea:,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-042,7,Graph Coloring,Famous Instance: The Four Color Theorem,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-043,7,Strategy 6: Quantum Computing (Future?),- Still no proof quantum computers can solve NP-complete problems in polynomial time,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-044,7,The Good,- Automated theorem proving,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-045,7,co-NP: The Flip Side,"Problems where ""NO"" answers have short proofs.",PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-046,8,The Lemonade Stand Location Problem,Proof intuition:,INTUITION,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-047,8,Why This is a 2-Approximation,The Brilliant Proof:,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-048,8,Why This is a 2-Approximation,Visual Proof:,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-049,8,Why This is a 2-Approximation,The Proof:,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-050,8,The PCP Theorem,The PCP Theorem,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-051,8,Key Takeaways,- PCP theorem revolutionized the field,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-052,9,The Max-Flow Min-Cut Theorem: One of CS's Greatest Hits,The Max-Flow Min-Cut Theorem: One of CS's Greatest Hits,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-053,9,The Theorem That Changes Everything,The Theorem That Changes Everything,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-054,9,The Theorem That Changes Everything,"Max-Flow Min-Cut Theorem (Ford & Fulkerson, 1956):",EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-055,9,Why BFS Makes All the Difference,"It's one of those proofs where the intuition is beautiful but the formal details are technical. The takeaway: using BFS isn't just convenient, it's provably efficient.",INTUITION,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-056,9,Hall's Marriage Theorem,Hall's Marriage Theorem,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-057,9,Hall's Marriage Theorem,Here's a beautiful theorem about when perfect matching is possible:,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-058,9,Hall's Marriage Theorem,Hall's Marriage Theorem: A bipartite graph has a perfect matching (matching that covers all left vertices) if and only if:,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-059,9,Hall's Marriage Theorem,"This theorem gives us a certificate of impossibility. If you can't find a perfect matching, you can prove why by finding a violating subset!",EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-060,9,Summary and Key Takeaways,3. Max-Flow Min-Cut Theorem: Maximum flow equals minimum cut capacity,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-061,9,Theoretical Questions,"10. Prove Hall's Theorem: Show that if Hall's condition fails, no perfect matching exists.",EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-062,11,The FFT Trick,"Think of polynomials as signals. The coefficients are like time-domain samples. When we multiply polynomials, we're convolving their coefficients. By the convolution theorem:",EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-063,11,Summary and Key Takeaways,- Convolution theorem: Time-domain convolution = frequency-domain multiplication,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-064,11,Conceptual Understanding,1. FFT Complexity: Prove that FFT has O(n log n) complexity using the Master Theorem.,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-065,13,The Byzantine Generals Problem,Blockchain's innovation: Use computational work (proof-of-work) instead of assuming number of honest parties.,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-066,13,Bitcoin's Proof-of-Work,Bitcoin's Proof-of-Work,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-067,13,Alternative Consensus: Proof-of-Stake,Alternative Consensus: Proof-of-Stake,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-068,13,Alternative Consensus: Proof-of-Stake,"Proof-of-Stake (Ethereum 2.0, 2022): Validators chosen based on stake (how much cryptocurrency they hold), not computational work.",PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-069,13,Alternative Consensus: Proof-of-Stake,- 99.95% less energy than proof-of-work,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-070,13,Zero-Knowledge Proofs: Proving Without Revealing,Zero-Knowledge Proofs: Proving Without Revealing,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-071,13,Non-Interactive Zero-Knowledge (SNARKs),- Prover generates single proof,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-072,13,Non-Interactive Zero-Knowledge (SNARKs),- Proof is short (hundreds of bytes),PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-073,13,Non-Interactive Zero-Knowledge (SNARKs),- Generate proof that all transitions are valid,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-074,13,Non-Interactive Zero-Knowledge (SNARKs),- Post proof to blockchain (not all transaction data),PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-075,13,Non-Interactive Zero-Knowledge (SNARKs),- Computational cost of proof generation (seconds to minutes),PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-076,13,Non-Interactive Zero-Knowledge (SNARKs),"Current research: STARK proofs (no trusted setup), recursive composition (proofs of proofs), practical tooling.",PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-077,13,Risk Assessment,- Both perspectives are mathematically correct (impossibility theorem!),EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-078,13,Anatomy of a Research Paper,"- Theoretical analysis: Correctness proofs, complexity bounds",CORRECTNESS ARGUMENT,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-079,13,How to Read a Paper (Three-Pass Method),"- Read carefully, but skip proofs",PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-080,13,How to Read a Paper (Three-Pass Method),- Work through proofs and derivations,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-081,13,Critical Reading Questions,- Are proofs rigorous? Any gaps?,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-082,13,Critical Reading Questions,- Do theorems match experimental results?,EXPLANATORY CLAIM,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-083,13,Project Description,- Describe key proof techniques,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-084,13,Summary: Algorithms Shaping the Future,- Zero-knowledge proofs: proving without revealing,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-085,15,Making Your Demo Bulletproof,Making Your Demo Bulletproof,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-086,15,Academic-Style Research Presentation,"- Theoretical analysis (complexity bounds, proofs if space permits)",PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-087,15,Academic-Style Research Presentation,- More emphasis on theory and proofs,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-088,15,Related Fields to Explore,"- Zero-knowledge proofs, homomorphic encryption, secure multi-party computation",PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
PROOF-089,15,Submission Checklist,- [ ] Proofread for typos and clarity,PROOF OR PROOF SKETCH,CLASSIFIED,Terminology follows the strength and role of the surrounding exposition; formal expert validation remains a later publication-lock task.
